tweet,Content
"???? ??? ?? ???? ? ????? ??? ?????? ??? ??? ????, ?? ??????? ?? ??? ??? ??????? ?? ?? ???? ???? ????? ???? ??? ???? ??????",NOT
Gajab bhai ji ????????????????,NOT
Hindutva is as Hindu as KKK is Christian,NOT
???? ?? ???? ???????? ?? ????? ???? ???? ??? ??? ?? ??? ?? ???? ????,NOT
"???? ????????? ?? ??? ????? ?? ??? ??
???? ?????? ???? ?? ?? ???? ????? ??",NOT
Isliye hee islam Musalman se nafrat kroge Hindustan se mit jaoge kya likha aapne,NOT
Kisi Ki bhi nahin phati yah to sab Ko pata hai pthayan  se pahle tum jaise log kya karte hain,NOT
"Kyon mane aamkhe band kar li
Kyon #maukaparaston ki punchh ban gya URL",NOT
"???????? ????? ?? ???????? ??? ?? ?? ????? ?????? ????????? ?? ???,??????,???????? ?? ???????? ???? ???,
????? ????? ???????? ???? ???? ??????? ??????? ????????????? ?? ????? ????",NOT
"Superlike,the speech just got chills in nerves????",NOT
Hindutva is as Hindu as KKK is Christian,NOT
Ekdum Jhakkas ?????????,HOF
Hindutva is as Hindu as KKK is Christian,HOF
"?????? !!! ??????? !!!
""???????? ?????? ???, ????????? ??"" ???? ?????? ?????? ??? ????? ???? ???? ?? ???? ?? ????????
???? ?? ?? ???? ???????? ?? ???? ?????? ?? ???????? ?? ??? ??? ???? ?? ???? ?? ??? ?? ???? ?????? ?? ?? ??? ????? ????",NOT
"??? ?? ?????????? ???? ?? ??? 

?? ??????? ??? ?????? ?? ????? ????  ?? ??? ?? ?? ??? ?????????? ???? ?? ???? ??? ??? ???? ?? ???? ???????? ?? ????? ??????
?? ???? ?????? ?? ??? ??????? ???????? ?? ??? ??? ???????? ??

?? ???? ???? ??????? ???? ??? ??
?????? ???? ??? ?? ??? ????? URL",HOF
Ati adbhut??? URL,NOT
???? ?????? ?? ??? ???? ?? ?? URL,NOT
"??????,??????..
?????? ???? ?? ??????? ????..
?????? ?? ?????? ?? ?? ????????? ?? ?????? ?? ???..
????? ?????????? ??..
??? ? ??? ?? ???",NOT
"Oh you forgot Thaliban as Mugalman..
Don’t try to justify criminals and terrorists by equating them with Hindutv ..",NOT
Hindutva is as Hindu as KKK is Christian,NOT
"?? ?? ???? ?????

URL",NOT
Ish ???? ko ??? ?? ?????? ?? ??? ???? ??? nhi ????..kya ??? ???? ?????? tune,NOT
U r Rascal.,NOT
Tumko jhant pata ni hai jitna ye aam public k beech jata hai.. Aur unlogo ki madad krta h jiske lie koi personal law board nhi h.. Jiske katl ya lynching p koi media shor ni mchata h,NOT
Hindutva ??????? ??? ?? ?? ?? ?????? ?? ?????? ?? ????? ?? ???? ?? ?????? ?? ????? ????? ???? ?? ?????? ???,NOT
"???? ??? ??,gjjjb
?? ????? ??? ???? ?????? ????",NOT
"???? ?????? ?? ?? ?? ???? ??? ?? ?????, ?? ??? ???? ?? ?????? ???",NOT
Hindutva is as Hindu as KKK is Christian,NOT
"???? ?? ?? ???,?? ???? ???? ?? ????????? ?? ????????? ?????? ???????? ?? ?? ??? ?? ??? ????? ???? ??? ??? ??? ?????? ?????? URL",NOT
??? ??? ??????????? ?? ?? ???? ?????????? ?? ??? ???? ?? ?? ?????? ??? ??? ???? ????? ?? ??? ??????? ?? ??? ?? ??? ?? ?? ???? ?????????? ?? ??? ??????? ?? ?????? ?? ???????? ???????? ?? ?? ??????? ?????,HOF
this,NOT
"Agar sab chale jaate toh ???? ? ???? ???? ???????? ??????? ???? ??????

????? ?????? 
?? ?? ?? ?? ????? ????? ?? ?? ?? ???? ????? ????? ?
?? ?????
???????? ?????
?????????
???? ??????
 ?? ?? ????? ?? ?",NOT
Where did he said muslaman he said kaafee logo nay!,NOT
You are quoting Patel from a different debate... Keep your hate by circulating false concocted videos URL,NOT
"Good to see someone defining the term so perfectly… “they” know it, yet try their best to misguide people by their venomous version",HOF
Hindutva is as Hindu as KKK is Christian,NOT
"Wonderful, 
Great, 
Superb, 
Amazing, 
????????",NOT
Hindutva is as Hindu as KKK is Christian,NOT
Excellent. Spread it is wide as possible. We need more and more such narration of warriors of Hindu Civilization who sacrificed themselves to save Sanatan Dharam from invading barbaric cult.,NOT
"Sanatan must be spread across the World.
Middle Ages we missed the boat. Whole Americas,Africa,Australia cld have been converted ?",NOT
Hindutva is as Hindu as KKK is Christian,NOT
????? ???? ?? ????? 2:19 ???? ??? ?? ???? ??? ???? ?????????? ??????? ?? ????????????,NOT
Hindutva is as Hindu as KKK is Christian,NOT
Great Mishrajii we r Proud of you and with you.,NOT
Hindutva is as Hindu as KKK is Christian,HOF
Wahhh kapil bhai apne rongte khade kar diye,HOF
Hindutva is as Hindu as KKK is Christian,HOF
"*???? ??????? ?? ?????? ????? 
*????? ???????? ?? 10  ???? ????? ?? ???? ???? ?? ?? 
*? ?? ?? ?? ????? ?? ??? ???? 
?? ??? ???? ?? ???? ????  ? ???????? ?? ?? ??? ?????? ?? ???? ??? ?",HOF
?? ?? #????????? ???? ?? ????? ?? ???? URL,HOF
#GaneshChaturthi2021 #Kranti #???????? #??????????_????????_????_??,HOF
"??????????? ?? ???????? ?? #??????-??????? ?? #??? ???

???-??????? ?? ?????? ???? ???? ?????? ?? #????????? ?? ??????? ????? ??? ?? ?? ????????? ?? ?????????

?? ?????? ??????? ?? ??????? ???????? ?? ???_???? ?? ???? ?? ???? ??? ??? ??? ?? ????? ?? ?? ?? ?????? ?? ??? ??? ??? URL",HOF
"Ghatia Harkat Kar K Mahol Kharab Karne Ki Sajish Nakaam .

URL",HOF
Suyeah fake news ha,HOF
??? ????? ???? ???? ???? ???? ??? ????? ?? ???? ??????? ?? ???? ?? ???? ?? ?? ???? ????? ????? ???? ?? ??????,HOF
"?? ?? ?? ????? ??? ????? ????? ?? ???? ?? ??????? ?? ????? ?? ???? ?? ???? ???? ??? ?? ??  "" ????????? "" ???? ?? ????? ??????? "" ???????? "" ?? ???? ???? ???? ???? ??????? ?? ????? ?? ???? ??? ???? ?? ???????? ???? ??? ?????? "" ????????? "" ???????? ???? ?? ??????? ???",HOF
"?? ??! ??

???????? ?? ????? ?????? ?? !",HOF
Goosebumps ????????,HOF
Hindutva is as Hindu as KKK is Christian,HOF
"1948 ??? ????? ???????? ????????? ????????????? ??? ????? ???? ???? ???? ?????? ??????? ??? 

??? ??? ?? ???? ??? ????? ?? ??? ????? ???? ?????

?? ?? ?? ???? ????? ?? ????? ?? ?? ?? ??? ???? ?????? ??? ???? ???? ??? ?????? ?? ???????? ????
??? ???????? ?? ?? ??????? ??? ?????",HOF
Bhagwan shree Ram bhi Bhagwan Guhraj Nishaad ko bada bhai maante the..Ayodhya darbar me Gurudev Vashishth ke bad unhi ka sthan tha.,HOF
"??? ""???"" ?? ?????? ????? ?? ?? ""????, ????, ?? ?? ?????? ?? ?????"" ?? ??? ?? ???? ?? ?? ???? ?????? ??? ?? ????? 

???? ""??? ?????"" ?? ""?? ??????"" 
????? ???? ?? ???? ???? ????? ?? ??? ?? ""??? ?? ?????"" ?? ????? ???? ?????? !!!",HOF
???????? ??? ??? ????????,HOF
"?? ??? ?? ??? ??.. ???? ???? ?????

??????? ??????? ?? ??????? ??? ???? ????? ?????, ''??? ??????? ????? ???, ???? ?????? ?? ??????? ????? ??'' 
#RahulGandhi URL",HOF
????? ????? ?? ?? ????? ?? ????? ????? URL,HOF
Dusro ka chhoro modi ji ko bacha lo .... Agla P.M ki kursi to gayi... Log dangaai party ko samajh chuki.. har jagah se lathara ja raha hai dhire dhire bas U.P bachi hai...pata nahi kab kurshi ke chaar me se aakhri pahiya bacha hai . Baghwan bachaye inko girne . Galat ka 7 =galat,HOF
Absolutely nailed it ! Goosebumps moment ji ! Proud to be Hindutva,HOF
Hindutva is as Hindu as KKK is Christian,HOF
Excellent Kapil Mishra bhai ji ????????,HOF
Hindutva is as Hindu as KKK is Christian,HOF
"???? ?? ????? ??? ??? ?? ????

???? ???? ???? ?? ?????
???? ???? ???? ?? ?????",HOF
?? ???? ???,HOF
?? ?????? ??? ?????? ?? ?? ????? ???? ?? ???? ???? ?????? ????? ??????? ?,HOF
Thnx sir for a like,HOF
What is the different between Hindutuva and Sanatan dharam????? Can any body explain,HOF
"Sanatana Dharma is what ppl call Hinduism , where it's the way of life.

Hindutva is the one that opposes HinduPhobia .

Hindutva never teaches to attack anyone , but definitely teaches to retaliate against the attackers !",HOF
"For centuries together , the peacefulness , tolerance of Hindus , Buddhists etc were misused by other religions.
The tolerance , peacefulness of these ppl became their weakness as it was misused by others !",HOF
Hindutva = Sanatan Dharma's resistance against Oppressive Adharmic Ideologies (mostly Abrahamic-Marxist in today's context),HOF
what is the difference between allah and mohammad..?,HOF
"Santan dharma is dharm of native hindus...
While hinutva refers to resistance by santanis to defend their land, culture, identity and self rule.

So basically hindutva aims to defend hindus from chri$tUSER, i$lUSER, and all invading forces.",HOF
"??? ???, ?? ????? ???? ???? ???",HOF
What is the difference between good terrorism and bad terrorism?,HOF
??? ????? ?? ??? ???? ?? ???? ??????? ????? ???? ???? ?? ???? ??????,NOT
Sach bol na bhai...agar mai ye explain karunga toh tum maanoge??? Maan na chodo...sun toh loge kya???,NOT
"????? ???? ???? ?????? ??...?????? ?? ?? 5000??? ?? ?? 4000 ?? ?? ???? ??? ???? ?? ?????? ???? ?? ????? ?? 3-4000 ??? ?????? ??? ??????? ?????? ?? 1400 ??? ?? ???? ?? 2100 ??? ??? ?????? ???? ???? ?? ????? ?? ??? 
?? ???? ??????? ?? ????? ??? ?? ??????? ????? ???? ?? ?????????",NOT
???? ; ?????; ??????? ; ???????; ?? ???? ???  ????? ?? ??? ?  ????? ???? ?? ??????? ?? ???? ?? ?????? ???? ???? ? ??? ?????? ?? ???????? ?? ?,NOT
Kyaa pta jo atta hai apni definition de kr chla jata hai URL,NOT
Hindutva is a way of life.,NOT
"Only sanatan dharm is there on earth,Christian, muslims,jain, Buddha, Sikh, all are originated from sanatan dharm,the persons who started believing on different paths originated from,are not Hindus,Deep knowledge of adhyatm is required to understand hindutva",NOT
"What is difference between 
Islam / Radical Islam / Islam that Taliban or extremists follow ? 
Do they follow different books ?",NOT
"Due to tolerance , non Retaliation behaviour,

Pagans lost their land in East 
Hindus/Buddhists lost their land in Afghanistan, Indonesia,Iran etc 
Tribes lost their land in West 

Hindus in India became slaves/victims of British, Islamic invaders , Christian missionaries",NOT
Hindutva protect hindu.,NOT
Sanatan Dharma is religion of Hindus. All people living across the river Indus are called Hindus irrespective of which religion they belong to. Hindutva means essence of being a Hindu and is our national identiy. Hindutva is the resistance movement to protect Sanatan Dharma!,NOT
Both have huge differences. Snatan doesn’t have this goons. That sit,NOT
"??????????? ?? ???????? ?? #??????-??????? ?? #??? ???

???-??????? ?? ?????? ???? ???? ?????? ?? #????????? ?? ??????? ????? ??? ?? ?? ????????? ?? ?????????

?? ?????? ??????? ?? ??????? ???????? ?? ???_???? ?? ???? ?? ???? ??? ??? ??? ?? ????? ?? ?? ?? ?????? ?? ??? ??? ??? URL",NOT
I never heard better than this version of HINDUTWA. You are the best AUTHOR,NOT
"???? ??? ???? ?????????? l
?????? ?? ??? ???? ???? ?? ?? ???? ???? ???? ??????????? ?? l ???? ?????? ????? ???? ?????? ?? ???? ?? ??????? ??? ?????? ???? ???? ? ????? ??? ???????? ????????? ???? ???? ?? ???????? ?? ????? ?????? ???? l ?? ??? ????? ?? ???? ??? ??????",NOT
"Millions of people are living a healthy and happy life by defeating this dreadful disease by simply chanting and blessings of the Sat Mantras told by 
#CancerCured_By_TrueWorship
SA True Story 
Call 7496801823,8193819381,7496801825 Book URL URL",NOT
"????? ?????? ????? ?? ???? ??????? ?? ????? ?? ??????? ????? ????? ?? ????? ?? ????? ???????? ???? ??? ???? ??? ?? ?? ???? ?????, ???? ???? ??? ??????? ?? ???????? ?? ?? ?? ??? ?? ?? ?? ?????? ?? ???? ????? ??????
 URL

#??_????????_??_???????",NOT
?? ???? ???,NOT
Hindutva is as Hindu as KKK is Christian,NOT
"It's amazing, superb, very well written.
Weekend sorted, gonna watch this full episode.",NOT
"Is there any full episode on it, the link shared here is just 3 min long video.",NOT
"?? ????? ?? ?? ???????? ???????? ???? ??? ?? ?????? ???????? ?????????? ?? ???? ???? ???? ?? ?? ???? ?? ?????? ?? ?? ??? ????
?? ? ?? ?? ??? ?? ???? ????
??? ?? ???? ???? ????? ?? ???? URL",NOT
Ye khiladi jat h or ye Hindutava ko nhi mante Hinduism mante h hmare bacho ki photo ka miss use mat kro,NOT
"For the record, I don't endorse any political party and you should try click-open the photos first before showing off your screenshot &amp; editing skills lol.

But I understand you only care about spreading hate.",NOT
"???? ?????? ?? ???????
???? ??? ???? ??????
???? ?? ?? ???? ?? ?????
???? ?? ?? ???? ?? ?????
?????? ???? ??????? URL",NOT
?? ???? ???? ???? ??  ???????????????????? ????? ??. ?????? ???. ?? ???? ??????? ??. ?? ???? ???????? ??.?????? ????? ??. ?????? ???. ?? ???? ??????? ??. ?? ?????? ??.?????? ????? ??. ?? ???? ???????????? ??.?????? ????? ??.???? ????? ???? ?? ?? ??. ?? ???? ???? ???? ????,NOT
"Just Watched the Video no word to express Mishraji, Gratitude ??
But unfortunately BJP ruled states are demolishing temple kindly remind them.
Once again Video is Great.",NOT
Bulshit,NOT
"?? ?????? ?? ??? ???? ????? ?????
?? ??? ??? ???????? ?? ????? ?? ??????? ???? ???",NOT
Hindutva is as Hindu as KKK is Christian,NOT
"Laajwaab, bemisaal,adwitiya,abhootporwa,atulniya,awismarniya",NOT
Hindutva is as Hindu as KKK is Christian,NOT
"??????? ??? ??--

????? ?? ???? ??? ?????? ?? ?? ""?????? ???? ????? ???? ????? ???? ?:""

??? ??? ?? ???? ?? ?? ????? ???,
?????
??? ?? ???? ?? ?? ????? ??? ????? ??? ???? ???? ????? ????????? ??.

??.. ????",NOT
"Agar ap kalam ho to hum buddh hain 
Agar ap kasab ho to hum sakshat rudra hain",HOF
"??????? ? 50 ???? ?? ??? ??? ??? ?????? ?????? ?? ?????? ??? ????? ?? ?????? ??????,,,",HOF
Goosebumps ??????,NOT
Hindutva is as Hindu as KKK is Christian,HOF
????????????,NOT
Hindutva is as Hindu as KKK is Christian,NOT
"??????....
100 ??????? ???? Hinduism ??..... ????? 101 ??????? ?? ????? ???? ????????? ??.....
??? ?????? ?? ???? ??? ?? ?? ???? ???.....
#??????????_????????_????_??
#Hindutva ??????",NOT
You know your status in your patriarch feudal xenophobic community?,NOT
"????????? ??????? ????
????????? ??????? ????
????????? ??????? ?????
????????? ??????? ???????
????????? ??????? ??????
????????? ??????? ??????
????????? ??????? ??????
????????? ??????? ????????
????????? ??????? ??????????

??????! ???? ????? ?????? ??? ??",NOT
Jay ho,NOT
???? ???????? ??? ??? ?? ???? ?? ??? ????? ?? ????????? ??,NOT
????? ?? ????? ???? ??? ????,NOT
"?????? ???? ???? ?? ???? ??
?? ???? ???? ???? ?? ??
USER
Please follow and RT??",NOT
"Millions of people are living a healthy and happy life by defeating this dreadful disease by simply chanting and blessings of the Sat Mantras told by 
#CancerCured_By_TrueWorship
SA True Story 
Call 7496801823,8193819381,7496801825 Book URL URL",NOT
? ???? ??? ???? ??????!! ???? ???????? ?? ??????????,NOT
Hindutva is as Hindu as KKK is Christian,NOT
Well said Kapil. ???? ??????,NOT
Hindutva is as Hindu as KKK is Christian,NOT
"Chamchi praises from the US of A.
Hypocrites.",HOF
"??? ?? ??????? ?? ?????? ?? ?? ???????????? ?? ????? ?? ????? ?? ?????  ???? ??????????? ?? ??????
????????",HOF
Hindutva is as Hindu as KKK is christian,HOF
"The outline analysis and discussion of Hindutva you have done through the video is commendable, therefore Hindutva is the best and real. 
Shree Ganeshay Namah??",HOF
Hindutva is as Hindu as KKK is christian,NOT
"Sir, u have summed up ?? in nutshell. 

Hindutva is such an endearing 'Way of Life' that many individuals &amp; families too, have shifted from other countries, embracing both Hinduism n spending their remaining lives in this pious land. 
This itself speaks everything.",NOT
?????? ?? URL,NOT
Hindutva is as Hindu as KKK is christian,NOT
Airbus C295 military transport aircraft URL,HOF
"Those who are going to dismantle Hindutwa should know that each and every Hindu like me have become more Hindutwavadi due to global Hindu hatred propaganda. #HindutwaHaiToHinduHai
#JaiShreeRam",NOT
"Millions of people are living a healthy and happy life by defeating this dreadful disease by simply chanting and blessings of the Sat Mantras told by 
#CancerCured_By_TrueWorship
SA True Story 
Call 7496801823,8193819381,7496801825 Book URL URL",NOT
"?????? , ?? ??? ????? ?? ?? ??? ????? ?
???? ?? ??? ??? ????? ????
??? ???? ?? ???????? ?
?? ????????, ?? ???? ????",NOT
?? ??... ??????? ?? ????? ?????????,HOF
"I fully support because i am hindu .
All hindu support this trend 
#???_?????????_??????_???",HOF
"??? ?????? ??, ?? ?????? ?? ??? ???? ???? ???? ?????????
?? ???? ??? ??? ????, ???? ???? ?????? ???? ????? ??? ?? ?? ?? ???????, ??????",NOT
"I fully support because i am hindu .
All hindu support this trend 
#???_?????????_??????_???",NOT
Iske liye bhi na???? URL,NOT
"??? ???? , ??? ??? ????? ?? ?? ???? ?? , ???? ????",NOT
"I fully support because i am hindu .
All hindu support this trend 
#???_?????????_??????_???",HOF
"Very impressive ????
Beautifully explained.",NOT
Indeed!,NOT
??? ?????? ??! ????? ?????? ??? ???? ???? ???? ???? ??????? ???? ?????? ??????? ????? ??!! ???? URL,NOT
LOL ??,NOT
Aisr thook kar chaatne main to sabhi aam aadmi party waale mahir hai. Tumhare chacha khujilwal se hi to seekha hai is chutiye ne. Phle thooko phir chaat lo. Max ka 1.8 cr ka bill aaya hai kuch kiya tere chacha ne. Khujli or aap party ki saari family free main Max jaati hai.,NOT
?? wtf,NOT
??? ?? ???? ??? bsd ????,NOT
?? ?? ?? ?????? ?? ???? ???? ????,NOT
Haa haa haa ??????,NOT
"He even claimed to have a dvd of it all.
That's the reason he can get away with anything.",NOT
"Nothing happened in Lanka. Only some trees were damaged &amp; some crows were killed.

~ Ravan DG ISPR, Treta Yug",NOT
"Sleep tight, meghnad is awake 
~ Meghnad Lanka Airforce chief, Treta yug",NOT
????????????????,NOT
 screenshot this,NOT
"Here's your screenshot. For more options (like dark mode), please visit URL URL",NOT
U also knows Ramayan??,NOT
i have a strong feeling s/he is not pakistani.,NOT
Le time modi  g and amit  shah  g URL,NOT
Babar ii 2016 main launch huwa hai... Aap ki media sirf jhoot filati hai URL,NOT
"Tum Kitne Ravan Maroge,

Har ghar se Raavan niklega.

~JNU , Treta Yug",HOF
jab hindu hathiyar uthayega na salo yaad rahe duniya chhoti pad jayegi bhag ne k liye yaad rakhna ??,HOF
Wahwa,NOT
Happy Diwali???? Be kind to animals ?? URL,NOT
Murga khane wale be kind to animals bolne lge,HOF
Ye gyan bakri Ed par bhi diya kar,HOF
Na na vo kese degi agr de diya to...bhiki ke followers or likes kese milenge...fatke hath mein na aa jaegi...,NOT
Bakra eid nahi hai Diwali hai,NOT
???? URL,NOT
Non-vegetarians be like: URL,NOT
"Bhai pls ye video send dm kr de ,,Ek packet mirchiya fataka dunga ??",HOF
??????,NOT
It's really excellent ????????,NOT
Hundreds Throw Cow Dung At Each Other As Diwali Wraps Up In This Village URL URL,NOT
To kya dikkat hai,NOT
The madness of being in the world is like being in a pool of bullshit??????,NOT
For a moment looked like BJP national convention..,NOT
"Cow dung is not alien to Indian villages. Ppl make dung cakes, and also use that for plastering the uncemented floor. So, it is common to touch it.

Though playing with it looks stupid, but it's not outrageous!!",NOT
Cows and Cow Dungs obsession,HOF
"NDTV food news ??
For bhakts ??????",NOT
enna karumam ithu,NOT
Can totally hear 'Ikk Junoon Ikk Deewangi' playing in the background.,HOF
Bhakts life in one pic ??,HOF
#????_?????? ????? ????? ?????? ???? ?????? ??? ??? ?? ???????? ??? ?????? ??????????? ??????? ?? ?? ?? ??…. URL,NOT
"???? ?? ???????? ?? ????? ???? ?? ??? ??????? ????, ????? ??????? ???? ???????? ?? ???? ?? ?? ???? ?????",NOT
??????? ????? ?? ????? ?? ???? ??...????? ?? ??????? ?? ???? ???? ?? ?????? ???? ??.,NOT
are kab tak dalit card kheloge,NOT
????? ???? ??? ??? ?? ?? ??? ?? ??????? ????? ???????? ?? ???? ??..,NOT
????? ???? ??? cast nahi the! Yeh mughlo ke baad sharu hue!,NOT
"#ARREST_WASEEM_RIZVI 
Wasim rizvi is continuesly abusing our beloved prophet Mohammad sallallaahu alaihi wasallam &amp; recently wrote a book. We demand police and govt to ban his book and arrest him as it may encourage riots in india
USER
USER
USER",HOF
"Yes, the child of Randi was an infidel even earlier, that Muslims will not come to Ilmudin Shaheed now, you have to come in some URL have to guard the honor of Huzoor Janejana ?

#ARREST_WASEEM_RIZVI URL",HOF
"D€a.th-Penalty is obligatory for those who voluntarily leave Islam in many Islamic countries.

#WasimRizvi may have left #Islam but these people won't leave him.

They will go from #ARREST_WASEEM_RIZVI to 'Sar Tan Se Juda' in no time.

#Hindus must protect Tyagi ji now. URL",HOF
"So much hate being spewed on #ARREST_WASEEM_RIZVI trend. 

Doesn’t an individual have a right to choose his religious belief voluntarily?",NOT
"It is punishable offense a/c to constitution of sharia.

Here Constitution Of India doesn't work",NOT
Even we don't have any problem he may choose any religion but shouldn't abuse our religion. It is not tolerable.,NOT
Why arrest? What happened?,NOT
"?????? ?? ?????? ?? ???? ???? ??
???? ?????? ????? ?? ????? ???
???????? 72 ??? ????? ??????
?? ??? ???? ???? ??",HOF
??????????,NOT
"Every Individual have right to practice whichever Religion he wants to, but that doesn't give them right to abuse someone's faith, their holy Book and Prophet.",NOT
"Not if you are a Muslim. Hope you are aware that it's death to those who leave the faith as written In the holy book. funny thing is, he was a Shia and the Sunnis are issuing death threats to him.",HOF
"Idiots as expected no one is asking about his conversion everyone is talking about his blasphemous book on Beloved prophet Muhammad PBUH...
He should be arrested for hurting sentiments of Muslims..along with that hindutva goon yati narsigha....",NOT
"???????????? ????? ????? ? ????? ?????? ????

?????-???????-???-???? ???? ????? ?????? ????

????? ?? ?? ????!

#IndiaAgainstHindutva 
#HaridwarHateAssembly",HOF
2024 ??? ??? ??? ?? ???? ???? ?? URL,NOT
"New India-
Comedians r arrested for making imaginary jokes 
Bt these hatemonger give open calls for genocide on a public stage &amp; yet nthing happens to them..R they any genuine Saints?Anyone in top can't spread this type of Bigotry speech.Not surprised bcz hatemonger can get Padma URL",NOT
???? ?? ??????????? URL,HOF
"?????? ?? ????? ??? ???? ??? ??? ?? ?????? ?? ????? ??????? ?? ????? ??? 

????? ????? ????????
?? ???????? 

#IndiaAgainstHindutva
#HaridwarHateAssembly",HOF
??????????? ?? ????? ????? ???? ??? ?? ?? ??? ???? ?????? ?? ????? ???? ?? ???? ?? ?? ???? ???? ???? ?? ??? ????? ?? ??? ???? ?? ???? ?? ??? ?? ?????? ?? ??????? ?? ??? ?????? ????????? ???? ???? ?????? ?? ?? ?? ?? ??? ?? ??? ?????? ?? ??? ?? ??? ?? ???? ???? ???????? ?? ????,NOT
"Whether this man is spreading love...and whether he come under hindutvavaadi, please explain URL",HOF
First u understand the basic difference b/w the two.... Then do your paputiyapas... URL,HOF
"Aap bhi Hindutvavadi ke khilaaf nafrat phaila rahe hain. 

Kabhi akele mein gaur karna.

As Gandhiji said, an eye for an eye will leave the whole world blind.",NOT
?????????? URL,NOT
????? ?? ???????? ????? ?????? ?? ?????? ????? ??? ????? ???,HOF
?? ???? ????? ????? ???????,NOT
"?????? ???? ?? ?? ???? ??  ?? ????? ???..
 ???? ?? ???? ?? ?? ???? ???,
 ?? ???? ?? ?? ????? ?? ???? ?? ???? ??? ???? ????? 
?????? ?? ?????? ,
?????? ??? ???? ??? ...
????????

URL",NOT
"???? ?? ?? ??? ????? ?? ????? ???? ????,
?? ?? ??? ??? ?? ????? ???? ????
?? ?? ??? ?? ???? ?? ??? ?? ???? ??????? ?? ????? ???? ????
?????
???????? ?? ????? ?????? ???? ??.

????? ???! ????????, ?????????? ?? ????? ??, ??? ??? ???? ???? ??????
#IndiaWithHindutva",NOT
